type,std,mean,nasc
0,0.21370955,0.18430912,0.45762525
0,0.21389152,0.18456597,0.48115868
0,0.21404662,0.18426208,0.48235549
0,0.21435277,0.18391975,0.47629349
0,0.21460043,0.18349939,0.42444941
0,0.21479372,0.18411263,0.40247429
0,0.21529393,0.18479008,0.39883067
0,0.21568261,0.18488381,0.39829612
0,0.21634789,0.18469909,0.39995843
0,0.21628965,0.18357546,0.40179964
0,0.21650136,0.18292674,0.40890973
0,0.21534795,0.18311502,0.40917690
0,0.21486301,0.18317355,0.41008432
0,0.21455091,0.18268528,0.41192165
0,0.21366577,0.18270319,0.41448877
0,0.21415138,0.18261084,0.41012070
0,0.21439089,0.18233193,0.40338856
0,0.21438887,0.18258947,0.40543978
0,0.21516401,0.18183010,0.40805885
0,0.21617864,0.18080853,0.40865352
1,0.21579568,0.18076673,0.41508555
1,0.21659672,0.18079863,0.43323005
1,0.21722635,0.18002713,0.44054165
1,0.21751148,0.17941554,0.44458262
1,0.21763647,0.17927944,0.45466244
1,0.21732315,0.17897607,0.48359698
1,0.21727097,0.17838192,0.45006223
1,0.21619778,0.17865167,0.44297957
1,0.21670231,0.17883310,0.43585040
1,0.21616214,0.17908966,0.43184477
1,0.21631582,0.17917092,0.42449654
1,0.21634104,0.18013329,0.42157714
1,0.21636178,0.17998092,0.40961333
1,0.21648622,0.18131516,0.39079229
1,0.21669989,0.18123335,0.38661169
1,0.21663644,0.18195981,0.38367243
1,0.21655760,0.18257561,0.38731120
1,0.21729597,0.18296014,0.36902608
1,0.21782136,0.18209748,0.37290788
1,0.21865631,0.18055913,0.37511008
1,0.21884086,0.18035722,0.37473562
1,0.21929475,0.17948151,0.36053822
1,0.21949982,0.18024898,0.36330662
1,0.21976927,0.17910019,0.36474839
1,0.21993434,0.17828712,0.35387582
1,0.21555892,0.17889922,0.32847206
1,0.21022904,0.17705091,0.34123724
1,0.20964139,0.17598751,0.33796135
1,0.20948715,0.17427230,0.38104976
1,0.20937152,0.17059697,0.40860456
1,0.19380242,0.17096157,0.40721427
1,0.18370257,0.17002613,0.37825786
1,0.17632761,0.16870540,0.35306078
1,0.16014823,0.16717899,0.31062210
1,0.15187522,0.16589782,0.30571893
1,0.15048960,0.16525381,0.37283331
1,0.15060219,0.16372280,0.38125759
1,0.14571697,0.16167778,0.39254591
1,0.14380514,0.16092984,0.38190622
1,0.14409281,0.16124194,0.35765759
1,0.14379957,0.16068059,0.37232708
1,0.14359929,0.16004745,0.40355804
1,0.14288724,0.15890008,0.38819080
1,0.14348449,0.15757511,0.37118901
1,0.14260677,0.15696062,0.37185234
1,0.14206433,0.15470960,0.36399240
1,0.14081625,0.15398357,0.36240028
1,0.13960126,0.15254904,0.35082413
1,0.13239787,0.14872934,0.32740976
1,0.12859928,0.14767945,0.30979228
1,0.11785786,0.14646507,0.30507861
1,0.11369599,0.14581871,0.28607663
1,0.10662703,0.14566770,0.27001687
1,0.10095799,0.14285109,0.29043674
1,0.09672324,0.14194286,0.32652126
1,0.09356121,0.14176985,0.36812083
1,0.09313998,0.14149813,0.40914030
1,0.09354062,0.14160437,0.40775617
1,0.09338011,0.14132694,0.38375968
1,0.09248557,0.14132661,0.43396689
1,0.09230333,0.14126016,0.44880887
1,0.09086829,0.14108736,0.45907195
1,0.09082729,0.14233561,0.43198998
1,0.09152197,0.14496567,0.39471743
1,0.09166288,0.14566969,0.37722812
1,0.09109183,0.14536066,0.39169025
1,0.09104475,0.14550094,0.46432788
1,0.09095612,0.14613196,0.51865796
1,0.09116604,0.14635913,0.52090168
1,0.09110212,0.14597099,0.52581626
1,0.09112387,0.14522560,0.51112146
1,0.09133792,0.14548067,0.52166471
1,0.09191852,0.14553288,0.53381077
1,0.09133222,0.14486534,0.54498136
1,0.09127360,0.14378638,0.56578702
1,0.09133587,0.14370038,0.55859303
1,0.09145733,0.14362513,0.62017872
1,0.09158958,0.14429649,0.59612804
1,0.09181433,0.14461299,0.52361822
1,0.09205803,0.14479459,0.49568085
1,0.09238837,0.14502631,0.36693953
1,0.09277868,0.14565393,0.38344322
1,0.09386890,0.14635973,0.39067407
1,0.09397520,0.14639004,0.40194304
1,0.09487925,0.14851884,0.40525945
1,0.09832610,0.14901970,0.43965111
1,0.09887854,0.15021493,0.45341250
1,0.09859453,0.15104610,0.40925060
1,0.09903118,0.15127842,0.39484131
1,0.09904724,0.15084645,0.37187038
1,0.09902673,0.15305358,0.35836492
1,0.09850706,0.15537363,0.36786214
1,0.09836121,0.15778288,0.39721533
1,0.09835812,0.15891211,0.41505722
1,0.09812765,0.15951529,0.41664028
1,0.09808700,0.16174108,0.40935626
1,0.09798784,0.16214810,0.40675549
1,0.09902155,0.16400074,0.39857480
1,0.09981384,0.16547752,0.40935234
1,0.10007087,0.16760767,0.40919037
1,0.10013008,0.17140053,0.39059085
1,0.10021358,0.17320722,0.35353012
1,0.10171648,0.17666553,0.32952619
1,0.10174781,0.17908173,0.34962703
1,0.10191166,0.18255339,0.35539817
1,0.10322522,0.18508919,0.34430771
1,0.10391622,0.18596407,0.33103367
1,0.10398444,0.18660729,0.31623851
1,0.10471479,0.18808765,0.32895116
1,0.10549680,0.19089568,0.31231922
1,0.10565634,0.19442056,0.34274014
1,0.10624240,0.19772883,0.33439925
1,0.10597954,0.20037191,0.29420119
1,0.10647948,0.20105134,0.30986685
1,0.10604836,0.20374987,0.32886558
1,0.10601834,0.20753731,0.33142543
1,0.10588533,0.20936179,0.33499095
1,0.10567491,0.21045018,0.33818424
1,0.10572998,0.21101564,0.33654872
1,0.10594456,0.21092523,0.33436981
1,0.10653754,0.21134278,0.36232410
1,0.10588038,0.21332653,0.37426085
1,0.10584463,0.21412346,0.41626726
1,0.10574313,0.21395189,0.44858506
1,0.10501265,0.21547412,0.46601095
1,0.10443219,0.21665631,0.47784306
1,0.10457353,0.21703985,0.48733268
1,0.10379026,0.21870487,0.48717179
1,0.10371666,0.21834170,0.48066887
1,0.10262233,0.21867837,0.46040452
1,0.10164173,0.21927696,0.44513239
1,0.10173754,0.21810165,0.44325940
1,0.10171275,0.21797571,0.43465130
1,0.10173531,0.21821355,0.42899706
1,0.10125277,0.21792707,0.42049410
1,0.10107964,0.21721220,0.41971322
1,0.10252607,0.21756731,0.42654631
1,0.10266689,0.21954766,0.42138569
1,0.10326454,0.22025973,0.41952226
1,0.10348295,0.22076723,0.41281020
1,0.10306925,0.22096357,0.38693004
1,0.10278380,0.22234896,0.38171410
1,0.10148159,0.22295773,0.42367660
1,0.10036238,0.22330303,0.42779548
1,0.10050609,0.22334197,0.44901431
1,0.10024378,0.22325884,0.41274730
1,0.10009053,0.22347402,0.39475401
1,0.10061547,0.22551061,0.39494705
1,0.10114291,0.22795071,0.39826456
1,0.10132738,0.22826911,0.39942049
1,0.10156694,0.22957567,0.39847566
1,0.10118330,0.22936128,0.39855995
1,0.10186713,0.23025225,0.39780213
1,0.10167031,0.23019362,0.39053151
1,0.10167674,0.23296140,0.39276897
1,0.10241435,0.23671563,0.41978014
1,0.10361823,0.23697025,0.43716556
1,0.10338921,0.23848938,0.45377980
1,0.10368193,0.23803087,0.44361262
1,0.11624726,0.23893787,0.45831154
1,0.13498807,0.23966006,0.46276101
1,0.16678810,0.24442176,0.47232902
1,0.18749385,0.24645709,0.46315039
1,0.20743614,0.24663305,0.46016007
1,0.22318882,0.24718722,0.44477067
1,0.23443032,0.24803247,0.43396024
1,0.25047003,0.25293499,0.42695312
1,0.27473615,0.25424385,0.41811027
1,0.28771056,0.26570783,0.41955852
1,0.29707189,0.26960634,0.42078534
1,0.30730149,0.27334804,0.44150697
1,0.31781251,0.27472022,0.48242742
1,0.32621502,0.27570254,0.53540059
1,0.33389542,0.27789110,0.53080112
1,0.34091236,0.28136361,0.53033268
1,0.34822201,0.28321850,0.50855282
1,0.36260740,0.28408781,0.51115527
1,0.38738314,0.28808035,0.48816276
1,0.40970010,0.29044434,0.48734182
1,0.42823950,0.29142828,0.49223204
1,0.45208601,0.29322823,0.47293113
1,0.48114075,0.29329925,0.45218891
1,0.51163950,0.29409231,0.45159371
1,0.54444198,0.29625408,0.42471805
1,0.56681297,0.29802110,0.38978584
1,0.58071773,0.29984447,0.38700775
1,0.58539365,0.30194125,0.39081345
1,0.58576165,0.30577147,0.39844830
1,0.58557921,0.30782187,0.39832683
1,0.58551835,0.30981731,0.39560523
1,0.58595072,0.31201319,0.40894067
1,0.58805584,0.31357467,0.41986287
1,0.59079834,0.31464364,0.42584529
1,0.59273531,0.31632052,0.42776780
1,0.59353193,0.31779109,0.42994374
1,0.59317489,0.31886273,0.42954651
1,0.59287556,0.32377389,0.42584535
1,0.59299983,0.32905368,0.42985665
1,0.59318673,0.32966655,0.42818408
1,0.59321222,0.33032589,0.42693719
1,0.59278752,0.33335805,0.42515528
1,0.59181514,0.33521929,0.42291447
1,0.59127038,0.34136243,0.41702316
1,0.59098923,0.34523366,0.41469930
1,0.59111161,0.34853145,0.41374728
1,0.59254537,0.35244944,0.42320092
1,0.59448779,0.35522773,0.45343443
1,0.59627482,0.35725656,0.49407514
1,0.59970948,0.35678738,0.55033286
3,0.60377072,0.35731666,0.56350345
3,0.60877135,0.35902732,0.54832569
3,0.61101455,0.35840731,0.49031009
3,0.61067522,0.35998609,0.37132135
3,0.60998144,0.36202815,0.27651986
3,0.60951779,0.36233178,0.27060736
3,0.60923452,0.36356039,0.37330225
3,0.60817786,0.36418399,0.44099287
3,0.60753169,0.36384981,0.41425252
3,0.60696003,0.36663290,0.33435010
3,0.60710150,0.36742665,0.26065418
3,0.60736343,0.36775612,0.27706861
3,0.60752858,0.36867952,0.30132371
3,0.60694253,0.36835398,0.35558006
3,0.60752031,0.36944666,0.36365137
3,0.60774098,0.37021684,0.30619338
3,0.60650161,0.36948610,0.31971356
3,0.60554255,0.37013317,0.32389552
3,0.60495957,0.37023414,0.35062771
3,0.60340183,0.37014839,0.34885738
3,0.60232071,0.37032393,0.35056525
3,0.60081574,0.37045821,0.34445669
3,0.60077993,0.37053329,0.30473237
3,0.60135686,0.37019675,0.28305100
3,0.60213238,0.37032582,0.26227732
3,0.60272226,0.37072742,0.26132414
3,0.60121071,0.37054153,0.23433752
3,0.59940553,0.37172410,0.23013564
3,0.59716697,0.37409671,0.27830432
3,0.59620777,0.37521396,0.29364870
3,0.59672317,0.38516639,0.32146409
3,0.59817735,0.38909892,0.32381372
3,0.60903461,0.39113452,0.38466803
3,0.62037819,0.39192688,0.43315737
3,0.62268764,0.39214041,0.50002181
3,0.62021942,0.39437186,0.53811293
3,0.61752010,0.39598383,0.58722374
3,0.61479588,0.39692667,0.60224660
3,0.61234097,0.39663979,0.63978529
3,0.61014323,0.39844173,0.66444933
3,0.60817298,0.40008233,0.70399749
3,0.60627401,0.40084267,0.74253087
3,0.60362400,0.40272983,0.77905393
3,0.60252296,0.40615023,0.81637475
3,0.59990851,0.40827111,0.82914058
3,0.59759307,0.40845449,0.83494071
3,0.59827536,0.41092872,0.83239107
3,0.59868676,0.41075546,0.81209458
3,0.59938319,0.41062342,0.76675318
3,0.59739378,0.41034734,0.75687522
3,0.59569450,0.41200147,0.75919824
3,0.59412524,0.41308939,0.76627307
3,0.59233760,0.41264865,0.77471287
3,0.58967623,0.41159038,0.77598619
3,0.58848997,0.41245957,0.78009508
3,0.58738194,0.41345181,0.77317874
3,0.58666045,0.41459156,0.77105140
3,0.58586498,0.41570709,0.77444700
3,0.58502348,0.41740559,0.78214282
3,0.58441271,0.42064941,0.79548467
3,0.58460477,0.42251002,0.80965586
3,0.58301117,0.42376391,0.81668876
3,0.57997709,0.42549444,0.81402015
3,0.58082698,0.42757032,0.81326627
3,0.57914715,0.43045467,0.80667453
3,0.57638060,0.43130881,0.78293916
3,0.57277677,0.43177962,0.76649478
3,0.56923202,0.43371389,0.75083128
3,0.56633654,0.43604201,0.74567434
3,0.56363779,0.43638205,0.72667937
3,0.56046326,0.43819322,0.71745532
3,0.55755689,0.44145074,0.70074830
3,0.55340499,0.44117052,0.72363639
3,0.54851262,0.44071853,0.74201686
3,0.54567943,0.44567897,0.75867601
3,0.54379020,0.44331395,0.75939771
3,0.54425664,0.44326374,0.76067715
3,0.54418943,0.44573944,0.75187418
3,0.54257279,0.44912687,0.72225820
3,0.54254856,0.45350063,0.71978583
3,0.54253173,0.45802382,0.68377217
3,0.54173094,0.45708525,0.66100892
3,0.54144041,0.45427368,0.62903925
3,0.54019630,0.45319211,0.58438957
3,0.53680046,0.45272145,0.60727439
3,0.53592731,0.45253607,0.64128257
3,0.53542501,0.45165732,0.66449610
3,0.53468888,0.45317059,0.66945245
3,0.53364600,0.45270082,0.67343863
3,0.53308091,0.45433220,0.65587827
3,0.53245520,0.46234693,0.63939571
3,0.53182452,0.46633445,0.62254018
3,0.53108116,0.46712932,0.60430323
3,0.52787734,0.46724262,0.58191291
3,0.51937525,0.47115967,0.56660565
3,0.51096606,0.47478835,0.52965934
3,0.50462972,0.47693114,0.51023795
3,0.49251445,0.47927634,0.50612996
3,0.47447397,0.48515320,0.51443129
3,0.45226122,0.48633185,0.53570438
3,0.42367053,0.48641987,0.54016821
3,0.40283994,0.48710108,0.55194727
3,0.38956239,0.49052523,0.58084872
3,0.38505685,0.49608885,0.60537457
3,0.38482779,0.49864604,0.62579762
3,0.39474685,0.49619734,0.68426284
3,0.39340019,0.49393763,0.72893712
3,0.39387905,0.49556800,0.71721354
3,0.39247248,0.49633845,0.70697961
3,0.39059838,0.49699116,0.60573335
3,0.38884855,0.49909623,0.50786459
3,0.38818976,0.49940418,0.51624888
3,0.38824372,0.49760806,0.51678042
3,0.38709912,0.49830559,0.51395722
3,0.38518515,0.49940762,0.51043237
3,0.38374100,0.50151794,0.51166875
3,0.38162652,0.50224774,0.51163611
3,0.38174522,0.50518913,0.50555884
3,0.38193462,0.50643243,0.50070912
3,0.38198501,0.51256899,0.49067513
3,0.38199574,0.51659329,0.47583209
3,0.38252580,0.52434507,0.46413922
3,0.38175049,0.52610241,0.44679266
3,0.38054403,0.52829526,0.42919640
3,0.37914008,0.52985401,0.41574021
3,0.37678766,0.53179438,0.40567578
3,0.37158035,0.53626454,0.39748530
3,0.36456457,0.53803241,0.38806236
3,0.36177139,0.54522289,0.38617349
3,0.36182593,0.54965211,0.40082140
3,0.36177658,0.55087135,0.42386466
3,0.36216394,0.55427240,0.43140646
3,0.36293913,0.55982030,0.41259756
3,0.36686570,0.56094129,0.37427687
3,0.36864582,0.56206548,0.35122515
3,0.36850676,0.56595054,0.36267631
3,0.36648213,0.56971660,0.37018635
3,0.36534008,0.57132516,0.37221529
3,0.36616559,0.57268176,0.38342492
3,0.38077816,0.57299811,0.39082127
3,0.39434181,0.57469483,0.38000463
3,0.40484925,0.57594997,0.37592357
3,0.40971767,0.57842806,0.36674831
3,0.41511964,0.57972141,0.37291468
3,0.42087070,0.58177221,0.37513171
3,0.42121216,0.57961916,0.38454975
3,0.41959348,0.57808144,0.39908619
3,0.41924435,0.57932641,0.40061021
3,0.41950237,0.58117711,0.38521214
3,0.42092197,0.58596530,0.39309004
3,0.42191384,0.58870530,0.40242520
3,0.42187842,0.58888657,0.41643619
3,0.42458248,0.58618905,0.42704238
3,0.42467989,0.58912196,0.43649920
3,0.42655395,0.59101498,0.44745558
3,0.42650788,0.59439369,0.45367358
3,0.42566801,0.59378628,0.45061944
3,0.42270768,0.59088295,0.45797492
3,0.40811059,0.58968664,0.48362068
3,0.39069602,0.58228045,0.52782603
3,0.38557128,0.58544627,0.53338975
3,0.38717012,0.58471599,0.52427998
3,0.39113831,0.58417714,0.53661274
3,0.39337364,0.58459322,0.51210752
3,0.39635562,0.58438563,0.52758153
3,0.43984311,0.58397743,0.55787994
3,0.54710463,0.58525087,0.58227206
3,0.60994606,0.58690584,0.61062878
3,0.64280862,0.58344185,0.63234978
3,0.64654225,0.58406201,0.64340441
3,0.64664712,0.58412850,0.64075219
3,0.64605380,0.58352219,0.63453925
3,0.64201109,0.58690660,0.60640281
3,0.63849808,0.58885664,0.59835719
3,0.63643712,0.58849762,0.60319762
3,0.63987995,0.59070033,0.59708979
3,0.64084148,0.59100268,0.60372681
3,0.64002381,0.59014662,0.60029311
3,0.64929801,0.59114137,0.59197601
3,0.66949975,0.59312483,0.58259708
3,0.68902170,0.59239472,0.56729073
3,0.70113955,0.59273895,0.55781148
3,0.70256438,0.59470639,0.52665478
3,0.70227399,0.59640508,0.50283384
3,0.69949946,0.59608876,0.49952420
3,0.69620710,0.59556205,0.49710239
3,0.69273648,0.59794652,0.48355271
3,0.69113657,0.60098453,0.46444561
3,0.69152390,0.60033523,0.46302330
3,0.68580054,0.60262889,0.45238095
3,0.68242323,0.61233314,0.45321892
3,0.68049952,0.61387777,0.43890836
3,0.68059657,0.61898535,0.42811803
3,0.67989841,0.61755243,0.41615445
3,0.68370420,0.61531997,0.42678779
3,0.68527214,0.61349642,0.45621405
3,0.69947991,0.61259165,0.46925029
3,0.71776108,0.61066231,0.48302190
3,0.73251320,0.60880894,0.45814393
3,0.74509147,0.61336210,0.48772316
3,0.76107160,0.61582678,0.50228496
3,0.77511838,0.61497599,0.50968966
3,0.78268647,0.61518920,0.50880842
3,0.78353871,0.61613467,0.50190536
3,0.78791785,0.61424172,0.50601060
3,0.79512235,0.61491122,0.51850677
3,0.79675062,0.61471856,0.52516783
3,0.79713098,0.61562618,0.53162870
3,0.79780308,0.61647681,0.53409663
3,0.79743612,0.61524435,0.53771263
3,0.79839589,0.61863177,0.54585689
3,0.79938245,0.62231955,0.57050009
3,0.79915084,0.62340479,0.60872392
3,0.79883620,0.62721858,0.61279896
3,0.80195663,0.63349871,0.60118235
3,0.80884072,0.63574089,0.60486045
3,0.81124838,0.64370711,0.60351851
3,0.81070225,0.64771363,0.64012989
3,0.80951578,0.65148963,0.67381461
3,0.80870315,0.65279574,0.69182219
3,0.80704853,0.65889435,0.70766936
3,0.80488296,0.66935151,0.71610486
3,0.80099736,0.67859613,0.71154262
3,0.79902868,0.68478127,0.70103815
3,0.79861230,0.68487736,0.69159180
3,0.80473164,0.68888234,0.69519766
3,0.81488961,0.69693913,0.69928803
3,0.82364939,0.69812786,0.70430647
3,0.82259268,0.70148687,0.70864329
3,0.83081053,0.70577387,0.71595699
3,0.85153397,0.69657358,0.72622561
3,0.87389816,0.69527138,0.72675060
3,0.88942752,0.69533113,0.72797944
3,0.89900511,0.70199259,0.72975990
3,0.89847255,0.70583240,0.73210642
3,0.89449480,0.70523782,0.73468740
3,0.89406464,0.70963134,0.73888341
3,0.89323421,0.71043819,0.73568360
3,0.89443012,0.71201521,0.73851140
3,0.89398724,0.71252435,0.74183167
3,0.88979474,0.71502078,0.74207307
3,0.88605256,0.71510575,0.74337409
3,0.88766919,0.71569196,0.74325921
3,0.88539579,0.71500918,0.74338753
3,0.88518942,0.71589075,0.74340302
3,0.88897225,0.71601376,0.74263897
3,0.88910893,0.71984415,0.74227807
3,0.88793029,0.72013796,0.73944968
3,0.88783304,0.72596992,0.73901486
3,0.88340721,0.73156267,0.73934943
3,0.87679738,0.73525834,0.74153736
3,0.86920100,0.73842672,0.74802735
3,0.86391737,0.74077867,0.75169730
3,0.86416241,0.74829080,0.75048472
3,0.86054006,0.75327728,0.75166508
3,0.85613864,0.75254134,0.74437606
3,0.85185147,0.75723500,0.74096400
3,0.85096717,0.75799995,0.73894754
3,0.85385466,0.75656352,0.73465144
3,0.85716321,0.75401251,0.72692445
3,0.86141592,0.75373522,0.71719972
3,0.86886513,0.75654509,0.70280124
3,0.88631271,0.75935203,0.71410395
3,0.92173954,0.75879403,0.72822364
3,0.95353043,0.75846235,0.73396404
3,0.95687592,0.75832685,0.74139624
3,0.95678801,0.75943257,0.74597251
3,0.95986954,0.75825254,0.74568242
3,0.96122507,0.75839220,0.74630285
3,0.96195470,0.76035922,0.74663701
3,0.96490076,0.76404970,0.74789303
3,0.96941995,0.76438611,0.74829847
3,0.96961092,0.76723998,0.74734432
3,0.96981097,0.76860514,0.74519950
3,0.96887195,0.76819048,0.74532658
3,0.96819245,0.77021962,0.75030884
3,0.96784072,0.77395457,0.75998089
3,0.96798775,0.77259460,0.77465490
3,0.97170717,0.77243891,0.79245053
3,0.97265904,0.76977126,0.80400583
3,0.96742821,0.76637898,0.80601081
3,0.96333593,0.76831755,0.80924383
3,0.95946801,0.77537527,0.81445719
3,0.95493930,0.78394439,0.81846123
3,0.95234741,0.79082969,0.81941452
3,0.95185700,0.79131321,0.81952770
3,0.95230198,0.79281175,0.82302545
3,0.95316031,0.79631840,0.83223039
3,0.95214693,0.79610389,0.84500632
3,0.95707655,0.79549740,0.85237203
3,0.97275547,0.78779010,0.83977965
3,1.02270187,0.78230450,0.84124296
3,1.07132636,0.78046246,0.84944490
3,1.10158417,0.77997087,0.85084348
3,1.12989002,0.77560442,0.83827698
3,1.14163178,0.77085483,0.83275901
3,1.13876972,0.76862898,0.83730838
3,1.13638625,0.76643983,0.83628655
3,1.13042699,0.76303711,0.83672119
3,1.12693369,0.76269671,0.83345620
