type,std,mean,nasc
1,0.07168444,0.11018503,0.56522063
1,0.07137542,0.11024272,0.56114720
1,0.07157473,0.11006968,0.56515002
1,0.07160813,0.10975698,0.60060789
1,0.07112267,0.11012390,0.55852277
1,0.07239447,0.11017611,0.59114515
1,0.07220177,0.11037736,0.62659538
1,0.07185647,0.11169116,0.63398158
1,0.07091603,0.11212305,0.59395799
1,0.07023869,0.11198763,0.57719260
1,0.07014103,0.11293643,0.58426894
1,0.06912219,0.11665963,0.56401838
1,0.06798047,0.11797561,0.59619567
1,0.06789998,0.12154321,0.59653108
1,0.06843733,0.12388808,0.58898028
1,0.06992433,0.12462382,0.59426356
1,0.07007318,0.12446653,0.58955362
1,0.06955517,0.12708019,0.57923341
1,0.06905432,0.12998639,0.56050908
1,0.06895868,0.13267952,0.50892862
1,0.06850609,0.13384385,0.50691177
1,0.06748824,0.13627026,0.48931124
1,0.06698041,0.13697482,0.52336854
1,0.06759557,0.13799418,0.54405156
1,0.06826048,0.14162661,0.52679957
1,0.06806176,0.14605715,0.49803753
1,0.06823415,0.14991800,0.49135606
1,0.06839098,0.15619513,0.47938689
1,0.06833012,0.15721156,0.48923313
1,0.06847672,0.16375902,0.48182469
1,0.06897066,0.16696346,0.48245684
1,0.06948446,0.16968005,0.49725360
1,0.07062598,0.17170214,0.47655667
1,0.07060764,0.17530485,0.47299363
1,0.07060409,0.17952157,0.47133881
1,0.07112028,0.17995356,0.43668083
1,0.07087051,0.18339722,0.43232741
1,0.07037941,0.18504726,0.43566180
1,0.07038483,0.18895492,0.43208634
1,0.07038697,0.19556341,0.41705071
1,0.07046755,0.20255229,0.40803953
1,0.06983778,0.20421391,0.46979450
1,0.06948916,0.21254991,0.51774189
1,0.06968113,0.21590531,0.54494919
1,0.06920345,0.21953841,0.51491452
1,0.06907795,0.22268934,0.50762751
1,0.06859038,0.23060704,0.50619171
1,0.06839726,0.23839035,0.49954172
1,0.06849629,0.23926739,0.49543892
1,0.06811034,0.24073963,0.48855335
1,0.06807732,0.24066844,0.45088298
1,0.06739111,0.24134096,0.40433368
1,0.06731645,0.24457551,0.40501037
1,0.06777949,0.24979866,0.40562252
1,0.06809657,0.25174812,0.44027010
1,0.06797403,0.25367428,0.41102503
1,0.06760941,0.25679166,0.41161398
1,0.06819607,0.25988894,0.40785758
1,0.06843782,0.26193429,0.41178609
1,0.06855181,0.26493846,0.43122011
1,0.06866452,0.26568160,0.45063091
1,0.06935979,0.26854660,0.45300701
1,0.06871321,0.27037875,0.46396079
1,0.07298423,0.27375721,0.43677899
1,0.09154563,0.27483056,0.44118884
1,0.09988642,0.27562010,0.45265742
1,0.09987066,0.27582221,0.44309703
1,0.10024845,0.27643610,0.40221345
1,0.10201488,0.27695808,0.35698996
1,0.10350891,0.27829167,0.35278046
1,0.10332311,0.28067851,0.37198478
1,0.10332662,0.28211574,0.38515169
1,0.10335132,0.28226215,0.37145927
1,0.10327897,0.28441573,0.38245532
1,0.10276594,0.28634596,0.37819173
1,0.10247011,0.28701625,0.34265674
1,0.10275362,0.28799311,0.34529398
1,0.10321955,0.28868132,0.38483867
1,0.10300305,0.28889950,0.37704827
1,0.10264999,0.28927269,0.37032068
1,0.10270823,0.28997664,0.39536624
1,0.10310987,0.29073794,0.39880903
1,0.10497156,0.29096296,0.40670068
1,0.10914807,0.29106123,0.37623344
1,0.11590684,0.29124020,0.38064224
1,0.12163487,0.29166043,0.39225062
1,0.12975131,0.29240715,0.40441107
1,0.14833086,0.29309370,0.40562697
1,0.18977707,0.29346627,0.39247938
1,0.23931010,0.29352900,0.38792687
1,0.28645747,0.29428667,0.37162028
1,0.32377723,0.29827728,0.38503548
1,0.34485074,0.30317237,0.39422250
1,0.35238536,0.30565619,0.39495901
1,0.35316297,0.30730694,0.39837565
1,0.35359406,0.30789643,0.39674936
1,0.40448597,0.35494723,0.48452972
1,0.40631622,0.35045674,0.56486660
1,0.40847562,0.34967611,0.57941391
1,0.40888998,0.34683877,0.58222788
1,0.40825124,0.34571835,0.55961092
1,0.40661495,0.34399248,0.54566610
1,0.40818509,0.34341376,0.53770539
1,0.40901820,0.34240602,0.49719489
1,0.40902687,0.34111247,0.49016741
1,0.40798245,0.34042476,0.48688454
1,0.40565613,0.33928126,0.48857326
1,0.40431681,0.33592823,0.50915235
1,0.40426698,0.33566253,0.50494587
1,0.40390315,0.33392464,0.50178345
1,0.40413084,0.33237860,0.49656611
1,0.40412654,0.33021651,0.49119286
1,0.40413299,0.32993575,0.44144471
1,0.40387913,0.32919259,0.41363558
1,0.40510441,0.32848369,0.41893079
1,0.40735027,0.32568564,0.41458570
1,0.40870682,0.32578110,0.41179218
1,0.40938282,0.32396588,0.41293905
1,0.41008179,0.32331779,0.41126766
1,0.40950691,0.32185353,0.40130040
1,0.40997358,0.31996819,0.40102806
1,0.41050246,0.31886066,0.37950794
1,0.41068521,0.31809276,0.32974049
1,0.41009215,0.31572190,0.32517592
1,0.41243829,0.31403271,0.31213258
1,0.41210047,0.31265654,0.27803269
1,0.41365376,0.31149407,0.27370645
1,0.41422819,0.31017988,0.27513917
1,0.41354981,0.30894343,0.27247030
1,0.41354934,0.30692704,0.29315521
1,0.41386557,0.30544759,0.29730060
1,0.41342037,0.30267577,0.32999123
1,0.41297419,0.30042212,0.30454489
1,0.41326465,0.29923040,0.25962366
1,0.41357183,0.29876625,0.21804411
1,0.41358468,0.29803828,0.20880158
1,0.41385151,0.29710093,0.20744497
1,0.41420126,0.29686180,0.23810942
1,0.41456063,0.29624822,0.24453300
1,0.41474412,0.29536396,0.25546495
1,0.41451000,0.29452418,0.25687275
1,0.41165888,0.29376823,0.25744994
1,0.41048225,0.29330119,0.29249151
1,0.40942118,0.29221238,0.31675944
1,0.40817329,0.28999219,0.35570193
1,0.40893632,0.28901055,0.35158666
1,0.40948138,0.28773520,0.34931429
1,0.41050949,0.28544246,0.33815021
1,0.40972166,0.28516654,0.30781282
1,0.40896672,0.28291478,0.32756448
1,0.40952777,0.28233718,0.32920308
1,0.40964620,0.27973847,0.31832182
1,0.40921256,0.27657161,0.33481113
1,0.41032210,0.27536163,0.32894547
1,0.41223263,0.27257015,0.31204030
1,0.41291644,0.27188533,0.31783659
1,0.41271022,0.27142050,0.31754188
1,0.41253457,0.27023965,0.31995706
1,0.41286594,0.27010487,0.32198964
1,0.41334000,0.26938033,0.32149410
1,0.41378176,0.26870861,0.32366688
1,0.41408206,0.26730295,0.32535837
1,0.41197946,0.26638147,0.31759770
1,0.41083968,0.26469713,0.32010338
1,0.40871383,0.26123465,0.33978886
1,0.39751263,0.26062840,0.32575243
1,0.38498855,0.25644599,0.33452978
1,0.38418079,0.25446003,0.34342396
1,0.38448684,0.25297628,0.35878129
1,0.38476661,0.24928951,0.36029419
1,0.38558163,0.24325427,0.33588849
1,0.38291610,0.24136211,0.36066801
1,0.38033915,0.23281691,0.36888345
1,0.37891817,0.22765534,0.42165210
1,0.36241201,0.22079922,0.40346144
1,0.34810017,0.21791591,0.32433233
1,0.34039021,0.21218907,0.33666128
1,0.31708409,0.20858317,0.44504596
1,0.31011072,0.19955206,0.40119662
1,0.30592924,0.19514604,0.41509399
1,0.29960784,0.19389832,0.42898700
1,0.28583002,0.18533851,0.47735028
1,0.28393884,0.17869586,0.48224166
1,0.27704570,0.17496539,0.48690851
1,0.24587103,0.16876590,0.48083876
1,0.24011972,0.16328492,0.47035628
1,0.21323749,0.16012634,0.48474136
1,0.19816743,0.15613573,0.53187356
1,0.18952303,0.15424161,0.59060622
1,0.18860700,0.15113815,0.62217022
1,0.18910624,0.14767712,0.62512479
1,0.18370054,0.14516489,0.63272205
1,0.18442586,0.14265725,0.66738518
1,0.18474967,0.14087586,0.65976400
1,0.18203628,0.14021331,0.65477340
1,0.18127891,0.13932032,0.65304645
1,0.18125834,0.13851453,0.65043747
1,0.18076240,0.13613160,0.65708929
1,0.18010961,0.13524286,0.65749906
1,0.18005930,0.13516782,0.65965589
1,0.17978855,0.13464241,0.67189553
1,0.17996540,0.13398603,0.67878279
1,0.18008155,0.13401191,0.66960841
1,0.18002088,0.13393398,0.65594800
1,0.18004743,0.13423764,0.64340754
1,0.17991667,0.13388026,0.63778158
1,0.17975270,0.13600649,0.62786673
1,0.17919528,0.13730637,0.59161747
1,0.17921740,0.13863159,0.55771284
1,0.17680710,0.14014518,0.50859405
1,0.15751172,0.13671708,0.45653347
1,0.11161118,0.13201979,0.48008704
1,0.10925319,0.12917139,0.50264920
1,0.10815603,0.13006138,0.48155302
1,0.10770342,0.13250830,0.46704969
1,0.10601519,0.13217919,0.44855641
1,0.10569537,0.13469343,0.43707252
1,0.10565852,0.13851669,0.42001969
1,0.10569436,0.14067404,0.41233664
1,0.10566362,0.14014366,0.41224965
1,0.10655222,0.14027459,0.40196468
1,0.10633779,0.14043120,0.37595245
1,0.10584191,0.14198850,0.35276572
1,0.10542264,0.14197038,0.35232384
1,0.10465266,0.14050616,0.33958296
1,0.10547715,0.14096687,0.34128387
1,0.10438689,0.14048831,0.41498153
1,0.10463223,0.14145208,0.41337139
1,0.10339081,0.14263070,0.40609972
1,0.10262026,0.14306210,0.42022695
1,0.10263928,0.14219828,0.42159783
1,0.10207964,0.14340290,0.43797497
1,0.10096612,0.14402071,0.43479506
1,0.10063971,0.14401110,0.48572978
1,0.10063146,0.14384222,0.48519075
1,0.10068269,0.14381762,0.48351690
1,0.10038880,0.14394492,0.49842361
1,0.09762881,0.14382026,0.49384299
1,0.09373827,0.14318486,0.48391667
1,0.09185249,0.14235490,0.48767156
1,0.09220187,0.14210155,0.45651626
1,0.09101176,0.14147482,0.44420521
1,0.09067672,0.14125881,0.44449992
1,0.09149878,0.14146081,0.44388947
1,0.09314721,0.14132750,0.46715398
1,0.09375170,0.13925945,0.45583345
1,0.09441054,0.13753951,0.43180173
1,0.09443675,0.13779789,0.44630108
1,0.09441144,0.13808227,0.43372416
1,0.09424197,0.13711197,0.43677179
1,0.09252514,0.13702340,0.44115309
1,0.09241910,0.13690660,0.42754196
1,0.09184220,0.13642545,0.43785337
1,0.09194050,0.13634458,0.43476967
1,0.09186371,0.13600044,0.43720187
1,0.09158380,0.13605479,0.44820257
1,0.09147942,0.13700397,0.44157546
1,0.09029840,0.13716221,0.45703261
1,0.08932121,0.13846452,0.45523924
1,0.08961830,0.14033187,0.40168793
1,0.09016255,0.14252679,0.40162541
1,0.09040830,0.14592041,0.44051609
1,0.09028499,0.15131514,0.46840476
1,0.09017969,0.15557284,0.50022527
1,0.09013640,0.15698279,0.56377810
1,0.09034572,0.16059332,0.58707963
1,0.09038075,0.17245276,0.61885338
1,0.08973488,0.17923361,0.62173167
1,0.09065512,0.18442776,0.63876266
1,0.09103104,0.18652898,0.62666598
1,0.09109054,0.19965883,0.61608102
1,0.09135056,0.20959072,0.60706435
1,0.09150674,0.21649218,0.60501002
1,0.09148940,0.22334735,0.59561671
1,0.09149324,0.22699527,0.59178509
1,0.09149878,0.22860824,0.59520425
1,0.09159403,0.23642425,0.59999406
1,0.09053203,0.23645492,0.59987475
1,0.09084396,0.24209190,0.59185258
1,0.09148780,0.24418669,0.59075530
1,0.09049941,0.24557560,0.59220418
1,0.09556688,0.24925309,0.60635467
1,0.11721513,0.25109850,0.58460065
1,0.12545826,0.25282744,0.58282307
1,0.13390137,0.25329053,0.56344192
1,0.14444195,0.25592540,0.57333254
1,0.14938073,0.25900411,0.54525875
1,0.15353390,0.26002693,0.53693789
1,0.15336530,0.26314969,0.53868280
1,0.16679860,0.26453019,0.54512508
1,0.16897474,0.26618391,0.56707533
1,0.16898016,0.26731071,0.55023625
1,0.17931353,0.26910913,0.54610659
1,0.17917737,0.27237647,0.55403483
1,0.17922333,0.27441981,0.55090752
1,0.17937743,0.27507760,0.55288399
1,0.18022266,0.27651546,0.55868673
1,0.17971059,0.27856308,0.56048584
1,0.17966194,0.28023436,0.56679857
1,0.17917015,0.28255018,0.55371031
1,0.17845519,0.28470147,0.54311384
1,0.17818108,0.28542286,0.53391453
1,0.17825312,0.28687333,0.52563951
1,0.17814388,0.29303647,0.50507626
1,0.17855919,0.29389180,0.50051312
1,0.17838268,0.30234649,0.48860018
1,0.17830284,0.30433513,0.47681759
1,0.17821297,0.30603135,0.47125017
1,0.17818911,0.30990281,0.47141938
1,0.17814826,0.31228383,0.46489095
1,0.17840489,0.31599804,0.45848175
1,0.18116558,0.32124618,0.45023244
1,0.18455833,0.32139304,0.45577236
1,0.18626691,0.32261234,0.47270516
1,0.18669027,0.32561585,0.46637356
1,0.18652321,0.32716118,0.46954200
1,0.18599933,0.33213211,0.45693262
1,0.18596438,0.33478493,0.42196098
1,0.18531744,0.33600813,0.47623852
1,0.18505256,0.33815762,0.46879520
1,0.18518205,0.33999606,0.45482213
1,0.18605353,0.34203417,0.45612354
1,0.18732898,0.34442452,0.47682613
1,0.18744015,0.34495197,0.48521046
1,0.18761364,0.34665382,0.50127386
1,0.18795208,0.34841661,0.51639833
1,0.18795191,0.35163139,0.52609061
1,0.18785833,0.35359687,0.55709436
1,0.18781704,0.35377609,0.57393255
1,0.18784986,0.35439659,0.57458625
1,0.18815961,0.35581035,0.57389973
1,0.19130205,0.35562886,0.56732201
1,0.19625842,0.35805443,0.55615891
1,0.19803409,0.35816839,0.53156861
1,0.19839079,0.35969857,0.53455350
1,0.20040892,0.36049930,0.53517289
1,0.21911656,0.36135519,0.54125665
1,0.23404074,0.36650398,0.53532796
1,0.24818977,0.36760501,0.52181431
1,0.26107046,0.36792991,0.52488592
1,0.30311395,0.37102870,0.52751044
1,0.34704543,0.37197196,0.54557527
1,0.36021243,0.37217227,0.57051663
1,0.36880721,0.37477710,0.59244557
1,0.37314901,0.37718611,0.61426421
1,0.41528940,0.37797806,0.62645517
1,0.41833570,0.38056511,0.63256459
1,0.42377348,0.38229380,0.62584564
1,0.43207028,0.38419734,0.56521536
1,0.44872104,0.38608634,0.52910847
1,0.45595870,0.38844474,0.49552393
1,0.45502173,0.38928091,0.46635804
1,0.45415813,0.39024806,0.46947041
1,0.45824353,0.39189347,0.53016804
1,0.47107209,0.39481806,0.51140071
1,0.48807259,0.40067080,0.45207370
1,0.49656761,0.40678429,0.45253695
1,0.50170806,0.41733665,0.43692947
1,0.50633231,0.42573028,0.42020275
1,0.50993884,0.42745190,0.45963628
1,0.50957620,0.42993292,0.50885930
1,0.50889684,0.43136656,0.50406612
1,0.50793160,0.43341447,0.53239015
1,0.50791560,0.43479622,0.51486489
1,0.50937564,0.43560136,0.49830105
1,0.50874553,0.44004696,0.48877176
1,0.50764671,0.44151413,0.49477560
1,0.50638732,0.44244873,0.50366037
1,0.51022681,0.44308390,0.48414242
1,0.51698039,0.44487451,0.49890217
1,0.52105730,0.44545092,0.50402213
1,0.52702380,0.44668451,0.53140243
1,0.53470669,0.44839161,0.53749887
1,0.53833125,0.44929609,0.56559320
1,0.53891209,0.45204053,0.56743869
1,0.53751627,0.45390195,0.55259409
1,0.53635069,0.45561838,0.55226099
1,0.53462041,0.45853684,0.52328463
1,0.54709723,0.45895080,0.52992556
1,0.55600599,0.46040136,0.50460645
1,0.55507419,0.46198700,0.47654103
1,0.55408000,0.46305167,0.51226630
1,0.55246731,0.46542302,0.47797644
1,0.55683595,0.46652737,0.45907417
1,0.55947454,0.46689223,0.47581372
1,0.56034896,0.46741086,0.49701813
1,0.55926076,0.46871868,0.51858856
1,0.55832900,0.46970097,0.54177974
1,0.55625967,0.47100152,0.55116178
1,0.55695127,0.47165746,0.55316574
1,0.55973326,0.47328656,0.55618714
1,0.55890030,0.47463244,0.55679033
1,0.55774971,0.47592925,0.55752697
1,0.55554886,0.47591076,0.55458342
1,0.55426966,0.47687052,0.55696191
1,0.55215880,0.47661028,0.56696729
1,0.54979199,0.47708455,0.57051004
1,0.54949270,0.47716985,0.56739430
1,0.54832215,0.47786940,0.55258899
1,0.54666798,0.47808849,0.54038541
1,0.54545432,0.47849186,0.53452201
1,0.54328266,0.47854951,0.53936492
1,0.54086500,0.47793337,0.53693543
1,0.53862987,0.47879200,0.52329559
1,0.53712220,0.47855928,0.51020228
1,0.53653460,0.47826911,0.49392913
1,0.53549177,0.47604250,0.48171826
1,0.53530196,0.47455311,0.46218966
1,0.53530752,0.47354116,0.47631037
1,0.53532003,0.46990911,0.47250187
1,0.53531864,0.46864027,0.47600240
1,0.53546432,0.46743333,0.51218482
1,0.53564700,0.46575536,0.52928094
1,0.53646424,0.46337031,0.53188421
1,0.53528376,0.45888773,0.53562963
1,0.53586950,0.45690091,0.55422421
1,0.53563760,0.45357315,0.58260882
1,0.53413305,0.44980928,0.58797041
1,0.53470360,0.44629323,0.61056441
1,0.53382612,0.44701785,0.58128423
1,0.53167732,0.44586765,0.55879689
1,0.53207537,0.44565059,0.55163569
1,0.53324648,0.44474142,0.52379862
1,0.53161727,0.44476474,0.39808026
1,0.53102246,0.44464137,0.36121912
1,0.53317934,0.44406332,0.36871311
1,0.53536159,0.44580092,0.43035608
1,0.53556804,0.44714922,0.43126762
1,0.53523191,0.44819959,0.43197264
1,0.53557997,0.44775575,0.42331346
1,0.53538258,0.44879282,0.43318493
1,0.53382757,0.45040434,0.49318536
1,0.54090714,0.45344282,0.56043318
1,0.53896463,0.45484195,0.61243728
1,0.53665959,0.45698303,0.63989113
1,0.53518452,0.45678371,0.65402157
1,0.53385818,0.45764835,0.66828674
1,0.53480187,0.46599979,0.67448540
1,0.53831671,0.46872068,0.68257491
1,0.54046285,0.47325636,0.70666202
1,0.53938841,0.47429560,0.71625158
1,0.53682608,0.47896550,0.71996418
1,0.53350052,0.48315495,0.72034729
1,0.52956482,0.48959790,0.71907044
1,0.52564620,0.50154758,0.72009533
1,0.52223790,0.50560556,0.70159505
1,0.51795641,0.50822921,0.68859070
1,0.51305036,0.51263780,0.68615267
1,0.50736274,0.51348870,0.68578734
1,0.50412343,0.51572799,0.68396759
1,0.50139775,0.51509711,0.68420514
1,0.49736826,0.51629774,0.67695183
1,0.49375301,0.51707518,0.66458773
1,0.49070373,0.51783807,0.65974216
1,0.48902767,0.51772573,0.62876255
1,0.48991165,0.51802993,0.59662661
1,0.48925073,0.51784323,0.57602920
1,0.48876514,0.51803289,0.58173679
1,0.48911100,0.51643187,0.57629517
1,0.48909918,0.51513635,0.55927993
1,0.48823373,0.51329936,0.55211737
1,0.48761638,0.51022349,0.55451545
1,0.48789113,0.50520137,0.55398382
1,0.48746580,0.50218069,0.54631556
1,0.48678939,0.50055164,0.53774244
1,0.48661519,0.49713472,0.53911099
1,0.47758641,0.48439631,0.55567317
1,0.46523206,0.47780984,0.51121546
1,0.46467191,0.47295282,0.45955309
1,0.46548775,0.47086285,0.40634503
1,0.46672644,0.45797996,0.41071287
1,0.44591271,0.44850647,0.45492556
1,0.44576359,0.44177177,0.46842216
1,0.44543948,0.43485721,0.50394407
1,0.44396893,0.43119007,0.51340069
1,0.43633960,0.42953249,0.51127449
1,0.43436274,0.42174162,0.51350838
1,0.43479469,0.42214468,0.53039246
1,0.43391695,0.41664224,0.53976862
1,0.43278384,0.41415669,0.54345866
1,0.42562827,0.41308388,0.52476765
1,0.41416551,0.40933597,0.48662321
1,0.40948122,0.40758806,0.49807981
1,0.40665616,0.40589074,0.51938782
1,0.40415833,0.40598725,0.50093957
1,0.40229226,0.40378828,0.52504793
1,0.40222140,0.40081583,0.51669743
1,0.40176184,0.39949236,0.51647063
1,0.40046190,0.39767056,0.52460797
1,0.40057091,0.39641661,0.50755353
1,0.39969177,0.39567041,0.49606160
1,0.39971653,0.39496809,0.51138892
1,0.39970354,0.39384627,0.52671526
1,0.39951837,0.39117056,0.52159626
1,0.39609367,0.38937136,0.49640110
1,0.38925776,0.38856121,0.47852382
1,0.38435012,0.38662893,0.46677631
1,0.37749620,0.38438706,0.43146223
1,0.36762182,0.38337430,0.39413699
1,0.36283946,0.38166616,0.40367655
1,0.36180594,0.37927781,0.44306536
1,0.36627122,0.37810009,0.49499030
1,0.36501740,0.37675788,0.52277152
1,0.36506342,0.37044644,0.50603847
1,0.34731680,0.36966079,0.49531879
1,0.33319219,0.36121939,0.53847386
1,0.33434335,0.35931640,0.54136186
1,0.34395996,0.35799135,0.54279459
1,0.34845764,0.35461861,0.54376961
1,0.34249567,0.35325665,0.50468448
1,0.33746983,0.35059711,0.47679012
1,0.33330855,0.34648722,0.50766812
1,0.34460469,0.34806357,0.49710450
1,0.35002660,0.34922848,0.49486659
1,0.34986675,0.34722080,0.47656377
1,0.34695977,0.34916737,0.48316983
1,0.34118799,0.34656742,0.51916046
1,0.34179744,0.35194610,0.55594823
1,0.36842592,0.35577132,0.55927026
1,0.37312197,0.35551811,0.57294412
1,0.37106352,0.36072423,0.57887978
1,0.37207061,0.36004311,0.60862628
1,0.37268554,0.35960833,0.63090410
1,0.37159445,0.36052056,0.62501166
1,0.37106138,0.36189512,0.62268285
1,0.37139512,0.36155594,0.63406111
1,0.37044466,0.35946276,0.64252825
1,0.37017639,0.35940916,0.63815564
1,0.36982934,0.35943153,0.62468182
1,0.36981082,0.36007372,0.61038857
1,0.36986132,0.35960495,0.58860096
1,0.36998507,0.36344050,0.56788674
1,0.37071460,0.36360619,0.55194842
1,0.37186433,0.36429246,0.53198247
1,0.37219195,0.36296910,0.51055853
1,0.37315095,0.36309581,0.52933802
1,0.37345682,0.36325707,0.52488242
1,0.37376759,0.36044640,0.51201181
1,0.37474523,0.36258862,0.46930260
1,0.37416195,0.36416286,0.45519584
1,0.37294692,0.36181485,0.44898188
1,0.37186893,0.36098210,0.43742690
1,0.37251832,0.36254332,0.41446569
1,0.37292919,0.36048644,0.37420835
1,0.37284080,0.35966481,0.39219599
1,0.37285686,0.36022714,0.38893058
1,0.37349398,0.35806501,0.38694218
1,0.37253746,0.35728069,0.38522578
1,0.37171691,0.35617534,0.39076401
1,0.37241931,0.35674291,0.39142336
1,0.37181223,0.35710185,0.39453107
1,0.36709863,0.35833154,0.38008995
1,0.36292952,0.35793707,0.38814196
1,0.36145250,0.35729277,0.38014450
1,0.36261959,0.35695287,0.41266962
1,0.36130247,0.35328465,0.40995376
1,0.36201005,0.34944093,0.41951620
1,0.36284616,0.34252806,0.58918689
1,0.35005148,0.33532560,0.59528529
1,0.35118331,0.33774114,0.59811718
1,0.35346771,0.33705013,0.60817725
1,0.35515713,0.33773376,0.60483403
1,0.35793818,0.34205791,0.59073686
1,0.35604457,0.34275261,0.57905106
1,0.35018602,0.34343473,0.54675504
1,0.34704330,0.34923432,0.53759448
1,0.35014530,0.35173533,0.54305888
1,0.35133809,0.35561691,0.54516417
1,0.35418956,0.35908882,0.54320658
1,0.35560484,0.35799037,0.54212021
1,0.35731674,0.36144231,0.53887402
1,0.35913970,0.36283918,0.54652564
1,0.36090205,0.36461548,0.54834221
1,0.36026878,0.37047245,0.53642444
1,0.36202162,0.37014574,0.53260184
1,0.36436222,0.36874758,0.53950193
1,0.36648026,0.36850572,0.55289298
1,0.36833802,0.36987496,0.55088138
1,0.36862498,0.37176230,0.55886499
1,0.36947992,0.37342406,0.56991993
1,0.37021220,0.37192667,0.57405787
1,0.36914536,0.37223728,0.57797578
1,0.37022293,0.37272656,0.57681876
1,0.37131827,0.37877265,0.57935735
1,0.37045631,0.38375026,0.57967913
1,0.36749474,0.38561016,0.57121286
1,0.36541134,0.38715589,0.56670067
1,0.36330300,0.38910543,0.56544940
1,0.35814707,0.39111642,0.56312593
1,0.35627355,0.39143265,0.56045647
1,0.35575989,0.39066414,0.55906578
1,0.36011314,0.39044692,0.55750890
1,0.36115382,0.39173092,0.56491968
1,0.36472138,0.39324152,0.57838509
1,0.37544784,0.39607406,0.59242642
1,0.37537844,0.40089892,0.59927197
1,0.37561031,0.40186060,0.60902852
1,0.37565350,0.40491268,0.61386324
1,0.37587623,0.40619257,0.59868773
1,0.37688896,0.40984894,0.59782807
1,0.37727027,0.41593928,0.59582234
1,0.37759602,0.42516743,0.58540976
1,0.37905236,0.43083385,0.57109407
1,0.37945439,0.43685934,0.55975295
1,0.37956188,0.44005037,0.55030374
1,0.37926462,0.44576723,0.49962013
1,0.38320762,0.44692513,0.49724503
1,0.38392897,0.44753620,0.50470600
1,0.38562717,0.44982971,0.50831491
1,0.38740833,0.44942772,0.48774985
1,0.38923367,0.45124444,0.48067425
1,0.39253895,0.45395294,0.48491569
1,0.39265123,0.45794542,0.47210019
1,0.39366691,0.46053116,0.47830357
1,0.39493703,0.46241216,0.48050070
1,0.39500136,0.46256976,0.48496587
1,0.39498401,0.46358698,0.48834999
1,0.39491133,0.46403423,0.49006568
1,0.39511331,0.46515674,0.48941146
1,0.39499167,0.46588379,0.48934145
1,0.39428691,0.46636728,0.48826011
1,0.39377532,0.46596195,0.48832096
1,0.39357648,0.46693939,0.47996099
1,0.39281474,0.46826102,0.47509463
1,0.39274938,0.47097337,0.46840195
1,0.39258316,0.47163162,0.46151706
1,0.39163322,0.47080280,0.45645449
1,0.38522663,0.46992286,0.45459223
1,0.38635480,0.46954764,0.45444454
1,0.38621359,0.47179143,0.45349931
1,0.38624859,0.47268322,0.46026056
1,0.38571715,0.47490716,0.47506798
1,0.38145370,0.47409238,0.45709660
1,0.36817422,0.48083101,0.36834572
1,0.36057765,0.48404236,0.32382863
1,0.35774091,0.48600841,0.30232117
1,0.35561816,0.48748224,0.30050867
1,0.36011356,0.47970677,0.29446554
1,0.34585744,0.47836273,0.33557476
1,0.33896745,0.47908370,0.35838018
1,0.34082218,0.48289635,0.35622636
1,0.35488679,0.47910491,0.35756025
1,0.35495488,0.47739686,0.36620597
1,0.35168879,0.47244044,0.37532510
1,0.31352167,0.46320358,0.61660584
1,0.32201407,0.46134410,0.64418526
1,0.34935801,0.46232813,0.66534606
1,0.35608146,0.46268653,0.68754723
1,0.36173573,0.46374093,0.70855371
1,0.36271574,0.46224787,0.70731168
1,0.36213653,0.46382910,0.71738973
1,0.36041531,0.46381233,0.71863082
1,0.36233615,0.46414940,0.69657580
1,0.36475682,0.46495451,0.69617319
1,0.36429348,0.46526391,0.66497216
1,0.36431674,0.46469485,0.66513160
1,0.36405128,0.46517252,0.64021256
1,0.36723743,0.46713342,0.62437677
1,0.38612250,0.46910314,0.60150170
1,0.38727786,0.47155332,0.60531110
1,0.39219019,0.47343387,0.61035811
1,0.39477085,0.47316868,0.60066051
1,0.39478291,0.47469366,0.60239922
1,0.39612808,0.47628987,0.59977392
1,0.39653470,0.47919899,0.64443812
1,0.39756057,0.47936648,0.64381678
1,0.39900943,0.48155821,0.62421477
1,0.40107079,0.48304856,0.62347528
1,0.40492605,0.48631824,0.69870024
1,0.41500619,0.48703095,0.65301474
1,0.43354947,0.48893891,0.64390524
1,0.44650543,0.49055092,0.71247152
1,0.45524862,0.49167213,0.73094466
1,0.46672993,0.49504852,0.72725395
1,0.50008958,0.50174261,0.73015123
1,0.56356694,0.50597508,0.71463055
1,0.59438597,0.50719760,0.64931968
1,0.61248278,0.50787761,0.63375316
1,0.62287985,0.50814358,0.60935101
3,0.63004464,0.50981811,0.58024464
3,0.62856121,0.51022408,0.57836553
3,0.62715644,0.50986804,0.59674715
3,0.62611653,0.51269317,0.57939090
3,0.62711597,0.51645681,0.54944727
3,0.62816222,0.51761270,0.54769752
3,0.62921489,0.51983990,0.54572847
3,0.62856907,0.52054569,0.54435860
3,0.62820033,0.52204394,0.56419243
3,0.62984851,0.52141905,0.58096077
3,0.63590637,0.52236339,0.58753670
3,0.64274046,0.52156265,0.59669728
3,0.64687005,0.52290255,0.60295320
3,0.64787448,0.52409062,0.60685069
3,0.64826282,0.52583918,0.60274838
3,0.64571766,0.52877676,0.60566707
3,0.64376965,0.53119287,0.59683074
3,0.64180076,0.53248061,0.59283579
3,0.63993344,0.53693776,0.59488669
3,0.63780766,0.54127618,0.59353433
