timestamp,run,accuracy,motiontype,x,y,z
377401732200000,1,3,1,-0.01455023,0.01691192,-0.03686158
377401752446000,1,3,1,-0.01941004,0.00254841,0.00027832
377401771628000,1,3,1,-0.01984149,-0.01878730,-0.01288240
377401791817000,1,3,1,-0.00377336,-0.02096206,-0.00808923
377401812189000,1,3,1,-0.02806397,-0.00176538,-0.00448625
377401831889000,1,3,1,-0.03674975,0.00070138,-0.01644532
377401852475000,1,3,1,-0.02532519,-0.00156721,-0.03200071
377401871871000,1,3,1,-0.02237728,-0.00624440,-0.01403730
377401891879000,1,3,1,-0.00885671,-0.00396151,-0.00804728
377401911552000,1,3,1,-0.00961356,0.02089741,0.00273497
377401931500000,1,3,1,-0.01509008,0.02067631,-0.01401632
377401952455000,1,3,1,-0.01483628,0.00742654,-0.01401250
377401971885000,1,3,1,-0.00856124,0.00485389,-0.00083940
377401991866000,1,3,1,-0.01055872,0.01306848,0.00634940
377402011542000,1,3,1,-0.01141959,-0.00603919,0.01473315
377402031493000,1,3,1,-0.00058746,0.02239935,-0.01519124
377402052237000,1,3,1,-0.00894428,0.00544953,-0.02237336
377402071609000,1,3,1,-0.02046229,0.00426726,0.00636370
377402091470000,1,3,1,-0.00941284,0.00540541,0.03150732
377402113009000,1,3,1,-0.01620185,-0.00537961,-0.03672138
377402132047000,1,3,1,-0.00993493,-0.00768016,-0.01157968
377402151939000,1,3,1,0.00770191,0.00169116,0.01355632
377402171923000,1,3,1,-0.02317342,0.01349892,0.00518115
377402192579000,1,3,1,-0.00153242,0.00160231,-0.00080316
377402211984000,1,3,1,-0.00849682,0.00522552,-0.00080030
377402231999000,1,3,1,-0.00846259,0.00292594,-0.02713698
377402252473000,1,3,1,-0.01670530,-0.01369872,0.01476176
377402271726000,1,3,1,-0.00924106,-0.03579488,0.00757964
377402291681000,1,3,1,-0.01374758,-0.01388547,-0.00798146
377402312308000,1,3,1,-0.02925622,0.00042513,0.00877936
377402331684000,1,3,1,-0.01213020,-0.00775504,0.01836092
377402351670000,1,3,1,0.00714401,0.00661825,0.01117882
377402371649000,1,3,1,-0.00006096,0.00656641,-0.00438325
377402391689000,1,3,1,0.01056948,0.00882294,-0.00438421
377402411637000,1,3,1,-0.00375695,-0.00798878,-0.00558108
377402432439000,1,3,1,-0.01303553,0.00645155,-0.01994245
377402451565000,1,3,1,-0.01762609,-0.00664140,-0.03430478
377402471636000,1,3,1,-0.01392868,0.03226619,-0.01155488
377402491768000,1,3,1,-0.00067593,0.00577804,0.02555640
377402511565000,1,3,1,-0.01461503,0.01156927,-0.00077168
377402531698000,1,3,1,-0.02824112,0.01035678,0.00761874
377402551557000,1,3,1,-0.01710869,-0.00519615,-0.01272790
377402571690000,1,3,1,0.00434934,-0.00042848,-0.00075738
377402591671000,1,3,1,-0.00977988,0.01140653,0.01720317
377402611714000,1,3,1,0.01755628,0.00549005,0.01600249
377402631726000,1,3,1,0.00103349,0.00929140,-0.00314920
377402651708000,1,3,1,0.00463485,-0.00853680,0.01001818
377402671629000,1,3,1,-0.00482452,0.00569275,0.02079470
377402691551000,1,3,1,-0.01891233,0.01720482,-0.00194280
