timestamp,run,accuracy,motiontype,x,y,z
85171794377000,1,3,1,-0.40084833,0.41098663,-0.14912614
85171824437000,1,3,1,-0.31324723,0.11732265,0.69836175
85171854771000,1,3,1,-0.255201,-0.163317,0.4640459
85171884007000,1,3,1,-0.10442093,-0.38618782,-0.34752378
85171906407000,1,3,1,-0.42013046,0.12623903,0.09126797
85171926213000,1,3,1,-0.09214786,0.23919317,0.2443985
85171946599000,1,3,1,0.4298432,0.440572,-0.36864385
85171966649000,1,3,1,0.056345016,-0.023666648,-0.07175884
85171986607000,1,3,1,0.28346202,-0.6631706,-0.37038335
85172006657000,1,3,1,0.17488322,0.34818575,-0.737527
85172033421000,1,3,1,0.5942744,0.16577408,-0.29796562
85172061253000,1,3,1,1.0012847,-0.25082567,-0.37044677
85172086400000,1,3,1,1.0299968,0.49177572,-0.18873224
85172106602000,1,3,1,1.319708,0.7147057,0.42695275
85172126622000,1,3,1,0.93133223,1.0333235,0.37885895
85172146306000,1,3,1,0.6304153,0.84411645,0.40057698
85172166264000,1,3,1,0.28036636,0.272361,0.59946954
85172186284000,1,3,1,0.11220153,-0.0042522233,0.7547163
85172208897000,1,3,1,-0.12416758,-0.20950344,0.08286038
85172235966000,1,3,1,-0.19431049,0.2471101,0.33493367
85172255833000,1,3,1,-0.014043935,0.14230606,0.42781106
85172276280000,1,3,1,-0.19904292,-0.30116108,-0.14536151
85172298894000,1,3,1,-0.4612577,-0.66641355,-0.12023124
85172329014000,1,3,1,-0.2270725,-0.40763167,0.60231626
85172362065000,1,3,1,0.067556925,-0.41358832,0.8809141
85172388829000,1,3,1,0.106287204,-0.44441918,0.6733278
85172416111000,1,3,1,-0.033734728,-0.6391938,0.53405035
85172436467000,1,3,1,0.13252681,-0.60965323,0.5882391
85172456334000,1,3,1,0.23132658,-0.51541495,0.6963724
85172478978000,1,3,1,0.19886905,-0.41915253,0.6885246
85172505833000,1,3,1,0.23383608,-0.6059654,0.31807366
85172531926000,1,3,1,0.434437,-0.68758416,0.71934164
85172556248000,1,3,1,0.54937655,-0.37894705,0.570413
85172578923000,1,3,1,0.45103243,-0.30826262,0.20907632
